Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEM.1,OppO,OppD,AdjEM.2,Year,Seed
Arizona St,P12,23-13,13.26,109,95.8,68.1,0.047,8.4,108.4,100,0.78,2023,11
Arizona St,P12,14-18,3.76,103.9,100.2,69.1,0.064,10.48,111.6,101.1,6.23,2024,
Arizona St. 10*,P12,20-11,11.3,106,94.7,73.2,0.069,8.22,106.4,98.1,2.65,2020,
Arkansas,SEC,9-19,2.95,98,95.1,65.8,-0.038,10.25,107.4,97.2,0.58,2003,
Arkansas,SEC,12-16,6.03,104.6,98.6,66.1,-0.067,6.44,107,100.6,-6.94,2004,
Arkansas,SEC,18-12,11.98,106.2,94.2,65.4,-0.063,2.84,104.9,102.1,-9.99,2005,
Arkansas,SEC,22-10,18.47,112.2,93.8,66,-0.062,6.35,106,99.6,-4.78,2006,8
Arkansas,SEC,21-14,16.62,110.6,93.9,66.1,-0.021,10.1,110.3,100.2,1.28,2007,12
Arkansas,SEC,23-12,15.19,111.4,96.2,66.5,0.008,7.19,108.4,101.2,-0.61,2008,9
Arkansas,SEC,14-16,3.2,105.1,101.9,68.6,-0.04,3.85,105.1,101.2,-7.75,2009,
Arkansas,SEC,14-18,5.3,105.9,100.6,69.7,-0.075,5.5,105.9,100.3,-2.77,2010,
Arkansas,SEC,18-13,5.15,106.2,101,66,0.004,0.19,102.1,101.9,-10.48,2011,
Arkansas,SEC,18-14,4.07,106.4,102.4,69.5,0.031,2.35,103.2,100.8,-7.09,2012,
Arkansas,SEC,19-13,9.29,106.7,97.4,69.6,0.004,4.24,103.7,99.5,-4.85,2013,
Arkansas,SEC,22-12,14.14,111.1,96.9,70.7,-0.033,5.04,107.5,102.5,-5.18,2014,3
Arkansas,SEC,27-9,16.44,114.7,98.3,69.3,0.045,6.09,107.2,101.1,-3.44,2015,5
Arkansas,SEC,16-16,10.45,110.7,100.3,69.7,-0.08,6.4,108.6,102.2,-0.79,2016,
Arkansas,SEC,26-10,16.25,116.1,99.8,69.7,0.086,8.37,108.6,100.2,-1.55,2017,8
Arkansas,SEC,23-12,14.69,116.3,101.7,69.7,0.059,9.9,110.5,100.6,0.87,2018,7
Arkansas,SEC,18-16,12.92,110.1,97.2,70.4,-0.048,8.48,108.2,99.7,0.09,2019,5
Arkansas,SEC,20-12,13.59,109.1,95.5,71.2,-0.047,6.53,106.7,100.2,1.28,2020,
Arkansas,SEC,25-7,21.56,111.1,89.6,72.6,0.064,12.69,109.4,96.7,-4.09,2021,3
Arkansas,SEC,28-9,19.46,109.9,90.4,70.7,0.038,9.08,107.5,98.4,-2.78,2022,4
Arkansas,SEC,22-14,18.05,112.1,94,69.6,-0.042,10.29,109.7,99.4,3.24,2023,8
Arkansas,SEC,16-17,5.81,110,104.2,70.7,0.046,9.66,112.5,102.8,2.08,2024,
Ark Little Rock,SB,16-12,1.63,102.3,100.7,66.1,0.035,-0.5,102,102.5,-3.58,2003,
Ark Little Rock,SB,17-12,0.58,101,100.4,65.6,-0.052,-4.51,101.3,105.8,-6.93,2004,
Ark Little Rock,SB,18-10,1.69,102.6,100.9,63.3,0.129,1.9,103.8,101.8,6.41,2005,
Ark Little Rock,SB,14-15,-5.28,95.6,100.9,64.6,0.012,-3.75,101.1,104.8,-6.34,2006,
Ark Little Rock,SB,13-17,-9.73,100.4,110.1,63,0.041,-4.88,103,107.8,1.38,2007,
Ark Little Rock,SB,20-11,-3.28,95,98.3,64.7,0.092,-5.46,101,106.5,-9.11,2008,
Ark Little Rock,SB,23-8,1.24,99.9,98.7,64.9,0.144,-4.49,100.4,104.8,-2.91,2009,
Ark Little Rock,SB,8-22,-11.99,99.6,111.6,65.5,-0.022,-1.79,102.4,104.2,8.46,2010,
Ark Little Rock,SB,19-17,-4.53,101.1,105.6,64.1,0.032,-3.85,102.2,106.1,0.85,2011,16
Ark Little Rock,SB,15-16,-1.56,98.3,99.9,63.7,0.024,-0.56,102.2,102.7,3.17,2012,
Ark Little Rock,SB,17-15,-4.74,97.6,102.4,66.4,0.06,-3.9,99.5,103.4,-2.32,2013,
Ark Little Rock,SB,15-17,-4.7,101.1,105.8,66.3,0.06,-0.35,104.6,105,7.34,2014,
Ark Little Rock,SB,13-18,-5.63,104.3,109.9,64.3,-0.048,-4.76,100.6,105.4,-4.87,2015,
Ark Little Rock,SB,30-5,13.24,109.2,96,63.4,0.056,-0.77,104.2,104.9,-0.2,2016,12
Ark Pine Bluff,SWAC,4-24,-25.62,77.2,102.9,67.7,0.014,-4.44,99.4,103.9,16.45,2003,
Ark Pine Bluff,SWAC,1-26,-36.33,76.2,112.5,67.3,-0.013,-8.5,96.9,105.4,7.27,2004,
Ark Pine Bluff,SWAC,6-20,-22.97,83.9,106.8,66.6,-0.038,-11.12,94.2,105.3,12.64,2005,
Ark Pine Bluff,SWAC,13-16,-12.43,85,97.5,66.7,-0.04,-11.48,95.3,106.8,3.24,2006,
Ark Pine Bluff,SWAC,12-19,-15.54,88.7,104.3,64.1,0.014,-9.4,96.5,105.8,13.56,2007,
Ark Pine Bluff,SWAC,13-18,-19.61,87.7,107.3,62.7,0.025,-13.22,95.3,108.5,2.98,2008,
Ark Pine Bluff,SWAC,13-18,-13.77,88,101.7,69.7,0.082,-6.85,98.5,105.4,15.6,2009,
Ark Pine Bluff,SWAC,18-16,-6.44,93.1,99.5,65.1,0.053,-7.62,96.4,104,17.98,2010,16
Ark Pine Bluff,SWAC,7-24,-22.25,88.9,111.2,65.7,0.005,-7.76,96.3,104,10.84,2011,
Ark Pine Bluff,SWAC,11-22,-17.97,93.5,111.5,65.2,0.062,-8.05,96.2,104.2,8.51,2012,
Ark Pine Bluff,SWAC,16-14,-11.19,92.5,103.7,66.6,0.117,-8.5,96.6,105.1,8.92,2013,
Ark Pine Bluff,SWAC,13-18,-17.01,91.7,108.7,65,0.089,-7.26,100.4,107.7,12.22,2014,
Ark Pine Bluff,SWAC,12-20,-16.89,92.5,109.4,63.2,0.037,-8.36,99.3,107.7,4.44,2015,
Ark Pine Bluff,SWAC,8-25,-20.69,89,109.7,64.1,0.05,-3.91,102.1,106,10.98,2016,
Ark Pine Bluff,SWAC,7-25,-25.28,85.7,111,67.6,-0.01,-9.35,100.4,109.7,2.79,2017,
Ark Pine Bluff,SWAC,14-21,-16.45,93.6,110,67.5,0.044,-9.64,98.9,108.5,3.38,2018,
Ark Pine Bluff,SWAC,13-19,-13.14,96.6,109.7,65.3,0.023,-6.92,99.2,106.1,5.9,2019,
Ark Pine Bluff,SWAC,4-26,-25.63,79,104.6,66.1,-0.008,-4.63,98.7,103.3,12.03,2020,
Ark Pine Bluff,SWAC,4-21,-23.47,91.2,114.7,67,-0.086,-3.36,97.6,100.9,15.77,2021,
Ark Pine Bluff,SWAC,7-24,-21.52,97.8,119.3,67.1,0.009,-3.84,98.8,102.6,12.05,2022,
Ark Pine Bluff,SWAC,10-21,-13.71,94.2,107.9,69.5,-0.07,-5.4,99.7,105.1,13.59,2023,
Ark Pine Bluff,SWAC,13-18,-17.14,102,119.1,71.8,0.044,-7.82,100.8,108.7,10.39,2024,
Arkansas St,SB,11-15,0.48,107.7,107.2,66.5,-0.101,-0.48,101.6,102.1,-4.53,2003,
Arkansas St,SB,17-11,-0.47,105.8,106.3,66,-0.017,-4.23,99.8,104,-7.05,2004,
Arkansas St,SB,16-13,0.34,105.8,105.5,68.4,-0.026,-0.78,102.3,103.1,-3.76,2005,
Arkansas St,SB,12-18,-5.35,104.7,110,67.2,-0.028,-0.8,101.5,102.3,1.27,2006,
Arkansas St,SB,18-15,-4.94,103.7,108.7,67.5,0.037,-5.64,102.2,107.8,-1.93,2007,
Arkansas St,SB,10-20,-10.29,104.9,115.2,64.1,-0.022,-2.61,102.8,105.4,-2.6,2008,
Arkansas St,SB,13-17,-5.23,95.9,101.1,64.3,-0.069,-3.42,102,105.5,-0.01,2009,
Arkansas St,SB,17-14,-2.95,99.1,102,66.5,0.002,-5,100.8,105.8,-1.6,2010,
Arkansas St,SB,17-15,-2.73,100.9,103.6,64.1,0.002,-3.81,101.8,105.6,2.06,2011,
Arkansas St,SB,14-20,-2.68,102.6,105.3,62,-0.024,0.06,102.3,102.2,3.4,2012,
Arkansas St,SB,19-12,1.74,98.8,97.1,64.2,-0.033,-5.65,99.9,105.6,-7.01,2013,
Arkansas St,SB,19-13,0.59,106.6,106,66.6,0.003,-3.49,103,106.5,-4.87,2014,
Arkansas St,SB,11-18,-10.83,96.2,107,65.7,0.023,-3.81,101.8,105.6,-3.98,2015,
Arkansas St,SB,11-20,-7.51,100.3,107.8,72,-0.011,-1.6,103.1,104.7,-1.88,2016,
Arkansas St,SB,20-12,2.99,106.3,103.3,67.3,0.022,-1.48,103.6,105,3.26,2017,
Arkansas St,SB,11-21,-10.56,104.5,115.1,69.5,0.017,-2.27,102.9,105.1,-2.75,2018,
Arkansas St,SB,13-19,-7.8,102.4,110.2,68.3,0.086,-0.66,104.8,105.4,0.59,2019,
Arkansas St,SB,16-16,-3.29,104.2,107.5,67.3,0.042,-0.47,102.4,102.8,-0.17,2020,
Arkansas St,SB,11-13,-7.84,99.2,107,67.6,-0.041,-3.6,99.4,103,8.54,2021,
Arkansas St,SB,18-11,-1.12,99.9,101,68.3,0.065,-3.35,100.8,104.2,-5.87,2022,
Arkansas St,SB,13-20,-9.63,100,109.7,63.2,-0.012,-3.41,102.6,106,-10.89,2023,
Arkansas St,SB,18-16,3.32,113.6,110.3,67.8,-0.024,0.54,106.6,106.1,2.28,2024,
Army,Pat,3-22,-25.67,85.6,111.3,62.2,0.026,-6.28,97.8,104,-9.59,2003,
Army,Pat,6-21,-30.49,77.9,108.4,61.8,0.001,-10.65,96.6,107.3,-13.57,2004,
Army,Pat,3-24,-26.29,88.6,114.9,61.4,-0.079,-5.1,98.7,103.8,-7.92,2005,
Army,Pat,5-22,-26.5,87.9,114.4,60.4,-0.028,-6.81,97.8,104.6,-9.89,2006,
Army,Pat,15-16,-9.95,92.7,102.6,63,0.056,-5.81,100.2,106,-6.98,2007,
Army,Pat,14-16,-9.47,89.3,98.8,62.9,0.073,-6.08,100.6,106.7,-9.38,2008,
Army,Pat,11-19,-12.46,88.3,100.7,62.8,-0.033,-8.81,97.2,106,-9.41,2009,
Army,Pat,14-15,-9.68,89.3,99,62.8,-0.018,-9.01,98.9,107.9,-9.28,2010,
Army,Pat,11-19,-10.54,99.5,110,66.9,-0.03,-5.08,100.1,105.2,-5.92,2011,
Army,Pat,12-18,-12.92,93.7,106.7,68.2,-0.005,-8.01,99.2,107.2,-11.94,2012,
Army,Pat,16-15,0.6,105.3,104.7,66.7,-0.084,-4.23,100.6,104.9,-5,2013,
Army,Pat,15-16,-5.31,105.1,110.4,67,0.016,-4.44,102.3,106.7,-8.02,2014,
Army,Pat,15-15,-7.5,100.2,107.8,69.2,0.032,-6.16,102.3,108.4,-7.18,2015,
Army,Pat,19-14,-7.57,99.5,107,72.2,0.04,-8.64,100.4,109.1,-7.62,2016,
Army,Pat,13-19,-6.04,98.6,104.7,71.4,-0.063,-4.56,101.4,106,-3.96,2017,
Army,Pat,13-17,-8.69,99.8,108.5,70.4,-0.045,-7.17,101.9,109.1,-4.75,2018,
Army,Pat,13-19,-6.89,96.3,103.2,69.8,-0.028,-4.73,103.3,108.1,-4.89,2019,
Army,Pat,15-15,-8.63,98.8,107.4,69.5,0.046,-6.82,99.9,106.7,-6.73,2020,
Army,Pat,12-10,-3.47,98.1,101.6,68.4,0.034,-1.17,103.3,104.5,2.78,2021,
Army,Pat,15-16,-11.12,96.5,107.6,68.8,0.025,-8.42,98.6,107.1,-3.99,2022,
Army,Pat,17-16,-6.49,103,109.5,68.4,-0.043,-8.36,99.8,108.2,-8.6,2023,
Army,Pat,10-22,-18.83,90.9,109.8,63,-0.052,-9,100.7,109.7,-5.22,2024,
Auburn,SEC,22-12,13.63,107.7,94.1,66.6,0.051,8.22,106,97.8,-4.71,2003,10
Auburn,SEC,14-14,10.16,106.3,96.1,66.4,-0.097,5.31,106.3,101,-6.32,2004,
Auburn,SEC,14-17,1.53,106.8,105.3,67.6,0.064,6.51,106.5,100,-2.71,2005,
Auburn,SEC,12-16,5.58,104.2,98.6,65.2,-0.018,8.07,107.3,99.2,-1.86,2006,
Auburn,SEC,17-15,8.39,106.9,98.5,70.2,0.009,7.94,109,101.1,-5.97,2007,
Auburn,SEC,14-16,1.92,109.8,107.8,65.1,0.008,3.75,105.7,101.9,-8.97,2008,
Auburn,SEC,24-12,12.46,106.8,94.3,68.3,-0.032,3.54,104.7,101.2,-7.27,2009,1
Auburn,SEC,15-17,6.98,109.9,102.9,69,-0.075,5.52,105.5,100,-3.37,2010,
Auburn,SEC,11-20,-5.75,96.9,102.7,64.4,0.002,0.66,102.4,101.8,-11.7,2011,
Auburn,SEC,15-16,2.1,99.6,97.5,64,0.027,3.58,104.7,101.1,-6.74,2012,
Auburn,SEC,9-23,-2.83,98.8,101.6,65.6,-0.117,3.79,104.3,100.5,-5.98,2013,
Auburn,SEC,14-16,4.39,109.8,105.4,66,-0.025,4.61,106.8,102.2,-7.93,2014,
Auburn,SEC,15-20,2.45,105.8,103.3,67.2,0.058,7.98,107.3,99.3,1.26,2015,
Auburn,SEC,11-20,-2.56,101.7,104.2,71.8,0.049,7.92,108.7,100.8,2.09,2016,
Auburn,SEC,18-14,8.52,111.9,103.3,73.6,0.045,6.99,107.5,100.5,1.35,2017,
Auburn,SEC,26-8,18.69,115.4,96.7,72.6,0.034,7.52,108.8,101.3,-1.86,2018,4
Auburn,SEC,30-10,25,120.9,95.9,67.9,0.008,12.23,110.7,98.5,2.63,2019,5
Auburn,SEC,13-14,13.2,111.6,98.4,71,-0.044,14.54,109.3,94.7,6.37,2021,
Auburn,SEC,28-6,23.2,112.7,89.5,70.1,-0.021,8.35,106.9,98.6,3.7,2022,2
Auburn,SEC,21-13,16.77,112.5,95.7,67.6,-0.018,9.68,109.4,99.7,3.38,2023,9
Auburn,SEC,27-7,28.9,120.6,91.7,69.8,-0.067,9.6,111.9,102.3,1.45,2024,4
Auburn 5*,SEC,25-6,15.91,111.4,95.5,69.2,0.103,6.7,107,100.3,1.38,2020,
Austin Peay,OVC,20-8,2.65,100.7,98,64.4,0.171,-0.97,104.2,105.1,7.41,2003,13
Austin Peay,OVC,22-10,5.49,100.1,94.6,62.1,0.07,-0.01,105.4,105.4,14.88,2004,
Austin Peay,OVC,13-19,-1.93,99.8,101.7,64.4,-0.032,-0.65,104.1,104.7,4.35,2005,
Austin Peay,OVC,17-14,-3.21,102.8,106,66.7,0.032,-5.53,101.6,107.1,-1.38,2006,
Austin Peay,OVC,21-12,-1.08,105.3,106.4,66.2,0.065,-6.06,101.5,107.6,10.7,2007,8
Austin Peay,OVC,24-11,-0.3,104.6,104.9,65.5,0.086,-6.35,102.5,108.8,5.19,2008,15
Austin Peay,OVC,19-14,-1.64,107.4,109,66.7,0.056,-2.35,102.3,104.7,4.92,2009,
Austin Peay,OVC,17-15,-3.52,103.7,107.2,66,0.082,-1.53,102.5,104,9.04,2010,
Austin Peay,OVC,20-14,2.66,103.6,100.9,66.6,-0.045,-2.58,102,104.6,4.3,2011,
Austin Peay,OVC,12-20,-3.5,102.5,106,67.5,-0.03,0.84,104.2,103.4,9.54,2012,
Austin Peay,OVC,8-23,-14.41,98.8,113.3,67.5,-0.071,-4.4,101.2,105.6,-1.99,2013,
Austin Peay,OVC,12-18,-11.64,99.6,111.2,68.9,0.012,-6.73,103.9,110.6,-5.37,2014,
Austin Peay,OVC,8-22,-14.2,94.8,109,66.6,-0.004,-1.93,104.2,106.2,-0.21,2015,
Austin Peay,OVC,18-18,-5.1,104.5,109.6,69.5,0.061,-2.92,105.1,108,-0.19,2016,16
Austin Peay,OVC,11-19,-11.08,106.2,117.3,70,0.04,-2.03,104.6,106.6,2.82,2017,
Austin Peay,OVC,19-15,-2.09,105,107,69.2,0.052,-2.74,103.1,105.8,4.27,2018,
Austin Peay,OVC,22-11,4.29,111.1,106.8,69,-0.009,-3.6,103.3,106.9,1.4,2019,
Austin Peay,OVC,21-12,-0.02,106.9,107,67.8,0.032,-5.29,100.1,105.4,3.47,2020,
Austin Peay,OVC,14-13,-5.04,104,109,66.8,-0.071,-5.33,98.6,103.9,-1.46,2021,
Austin Peay,OVC,12-17,-10.83,94.8,105.6,64.6,0.066,-2.16,100.7,102.9,6.69,2022,
Austin Peay,ASun,9-22,-13.81,97,110.8,64.6,-0.058,-2.26,105,107.3,0.58,2023,
Austin Peay,ASun,19-15,-4.74,109,113.7,64.3,0.059,-2.51,106.2,108.7,4.47,2024,
Ball St,MAC,13-17,-0.35,106.5,106.8,70.1,0.012,2.41,104.2,101.8,5.76,2003,
Ball St,MAC,14-15,1.47,103.3,101.9,67.1,-0.013,1.47,105.3,103.9,6.51,2004,
Ball St,MAC,15-13,6.59,109,102.4,65.8,-0.017,4.33,106.3,102,3.79,2005,
Ball St,MAC,10-18,-3.5,98.2,101.7,63.3,-0.092,0.69,103.3,102.6,3.78,2006,
Ball St,MAC,9-22,-5.03,96.4,101.4,63.1,-0.089,0.85,104.2,103.4,3.84,2007,
Ball St,MAC,6-24,-7.21,95.7,102.9,61.1,-0.048,1.36,104.1,102.7,4.12,2008,
Ball St,MAC,14-17,-6.5,95.2,101.7,60.6,0.026,-4.45,99,103.5,-2.2,2009,
Ball St,MAC,15-15,-5.45,94.6,100.1,62,0.052,-2.85,100.8,103.6,-4.22,2010,
Ball St,MAC,19-13,0.03,103.4,103.3,63.6,0.028,-4.02,100.4,104.4,-1.79,2011,
Ball St,MAC,15-15,-2.69,100.1,102.8,62.3,-0.054,-4.63,100.1,104.7,-7.52,2012,
Ball St,MAC,15-15,-7.84,99.5,107.3,64.9,0.08,-3.98,100.3,104.3,-5.27,2013,
Ball St,MAC,5-25,-13.09,96.5,109.6,65.9,-0.022,1.59,105.1,103.5,4.95,2014,
Ball St,MAC,7-23,-7.65,100.4,108,63.5,-0.13,1.38,104.8,103.4,-4.3,2015,
Ball St,MAC,21-14,0.84,103.5,102.6,65.3,-0.017,-3.75,102.9,106.7,-9.95,2016,
Ball St,MAC,21-13,-0.62,104.7,105.3,71.1,0.041,-3.92,103.2,107.1,-10.95,2017,
Ball St,MAC,19-13,-0.08,103.3,103.3,69.9,0.06,-2.07,104.7,106.7,-1.46,2018,
Ball St,MAC,16-17,3.91,102.5,98.6,70.3,-0.088,1.65,105,103.4,-0.54,2019,
Ball St,MAC,18-13,5.25,99.2,94,68,-0.089,-2.22,101.1,103.4,-4.52,2020,
Ball St,MAC,10-13,1.44,103.4,101.9,70.7,-0.049,4.48,106.1,101.6,3.81,2021,
Ball St,MAC,14-17,-8.39,101.4,109.8,69.9,0.021,-5.4,100.8,106.2,-5.98,2022,
Ball St,MAC,20-12,-0.1,107.7,107.8,67.4,0.019,-3.99,104.4,108.3,-4.64,2023,
Ball St,MAC,15-16,-7.75,103,110.7,66.8,-0.025,-6.1,102.8,108.9,-5.42,2024,
Baylor,B12,14-14,5.97,106.6,100.7,65.6,-0.006,5.2,103.5,98.3,-12.74,2003,
Baylor,B12,8-21,-6.63,102,108.7,61,0.007,4.01,104.9,100.9,-9.5,2004,
Baylor,B12,9-19,-7.51,103.5,111.1,63.8,-0.051,5.25,104.9,99.7,-20.99,2005,
Baylor,B12,4-13,0.18,102.6,102.4,65.5,-0.046,11.81,108.7,96.9,-99,2006,
Baylor,B12,15-16,5.91,111,105.1,67,-0.058,5.37,107.2,101.9,-13.41,2007,
Baylor,B12,21-11,14.82,115.7,100.9,70.1,-0.028,7.58,106.9,99.3,-4.83,2008,11
Baylor,B12,24-15,16.38,116.5,100.1,65.8,-0.017,10.57,108.6,98,-2.35,2009,3
Baylor,B12,28-8,24.95,119.2,94.3,64.5,-0.021,10.59,108.3,97.7,-2.79,2010,3
Baylor,B12,18-13,9.04,107.1,98.1,64.9,-0.044,3.6,104.4,100.8,-8.92,2011,
Baylor,B12,30-8,21.29,116,94.7,65.6,0.059,9.61,108.1,98.5,-2.7,2012,3
Baylor,B12,23-14,17.89,114.3,96.4,66.4,-0.09,6.92,106,99.1,1.45,2013,2
Baylor,B12,26-12,19.39,118.9,99.5,61.3,0.012,10.31,111,100.6,-0.36,2014,6
Baylor,B12,24-10,22.14,116.6,94.5,61.5,-0.035,10.22,108.9,98.7,-0.51,2015,3
Baylor,B12,22-12,19.06,118.9,99.8,66.6,-0.012,11.21,109.7,98.4,-3.12,2016,5
Baylor,B12,27-8,24.23,117.1,92.9,63.7,0.023,13.08,111.7,98.6,1.67,2017,3
Baylor,B12,19-15,16.02,111.5,95.5,66.7,-0.079,10.02,110.9,100.9,-3.78,2018,1
Baylor,B12,20-14,16.48,115.3,98.8,65.2,-0.029,10.49,108.8,98.3,-4.04,2019,9
Baylor,B12,28-2,33.87,125,91.1,67.4,0.046,13.25,108.7,95.5,-2.83,2021,1
Baylor,B12,27-7,27.04,118,91,67.4,0.004,10.96,107.4,96.5,-1.89,2022,1
Baylor,B12,23-11,19.68,121.3,101.6,66.5,0.021,12.33,110.4,98,1.31,2023,3
Baylor,B12,23-10,22.3,122.5,100.2,65.6,-0.004,14.07,112.8,98.7,3.16,2024,3
Baylor 1*,B12,26-4,25.49,113.5,88.1,66.2,0.016,10.2,106.4,96.2,1.38,2020,
Bellarmine,ASun,14-8,-0.02,108.3,108.3,65.1,-0.015,-3.95,100.1,104,7.14,2021,
Bellarmine,ASun,20-13,-2.48,107.9,110.4,62,0.113,-1.46,103.2,104.7,12.84,2022,
Bellarmine,ASun,15-18,-7.89,102.3,110.2,62,0.084,0.26,106,105.8,5.66,2023,
Bellarmine,ASun,8-23,-12.85,100.4,113.2,64.8,-0.058,0.09,108.4,108.3,8.68,2024,
Belmont,ASun,17-12,0.18,103.2,103,67.2,0.02,-3.17,101.1,104.3,5.99,2003,
Belmont,ASun,21-9,5.22,106,100.8,63.8,-0.047,-5.08,101,106.1,7.27,2004,
Belmont,ASun,14-16,-6.13,98.7,104.8,65.9,-0.05,-7.89,99.6,107.5,3.3,2005,
Belmont,ASun,20-11,-0.73,107.1,107.8,69.1,0.024,-8.62,99.7,108.4,5.97,2006,15
Belmont,ASun,23-10,4.38,106.6,102.2,66.1,0.022,-6.74,100,106.8,2.22,2007,15
Belmont,ASun,25-9,3.53,109.7,106.2,68.6,0.075,-5.21,100.9,106.1,0.51,2008,15
Belmont,ASun,20-13,4.25,106.6,102.4,69.1,-0.047,-3.83,101.3,105.2,2.46,2009,
Belmont,ASun,19-12,3.67,103.3,99.6,68.8,-0.013,-3.95,100.6,104.5,3.56,2010,
Belmont,ASun,30-5,18.48,112.6,94.1,68.4,-0.006,-4.71,100.5,105.2,-1.05,2011,13
Belmont,ASun,27-8,16.96,117.1,100.1,67.2,-0.017,-0.32,103.4,103.7,4.69,2012,14
Belmont,OVC,26-7,14.92,111.6,96.6,65.9,0.013,-0.74,103.8,104.6,5.39,2013,11
Belmont,OVC,26-10,7.1,113.9,106.8,67.7,0.058,-1.37,104.9,106.3,5.34,2014,5
Belmont,OVC,22-11,2.27,110.2,107.9,66.9,0.065,-3.33,102.4,105.7,-1.68,2015,15
Belmont,OVC,20-12,3.51,114,110.5,71.6,-0.009,-1.57,103.9,105.5,3.98,2016,6
Belmont,OVC,23-7,8.17,110.8,102.7,68,0.069,-1.36,103.9,105.2,3.64,2017,7
Belmont,OVC,24-9,9.15,112.7,103.5,66.9,-0.004,-3.22,103.1,106.4,1.45,2018,
Belmont,OVC,27-6,14.09,115.6,101.5,71.3,0.025,-1.98,103.6,105.6,3.78,2019,11
Belmont,OVC,26-4,7.43,109.4,102,70.7,0.05,-5.84,98.9,104.8,-5.87,2021,
Belmont,OVC,25-8,9.43,108.5,99,68.9,0.066,-1.97,101.5,103.5,5.3,2022,
Belmont,MVC,21-11,3.72,111.2,107.5,68.2,0.025,-2.07,103.3,105.4,0.57,2023,
Belmont,MVC,20-13,5.34,109.4,104,71.2,0.056,2.81,107.9,105.1,1.54,2024,
Belmont 14*,OVC,26-7,6.02,106.5,100.5,70.5,0.012,-7.08,99,106,-2.73,2020,
Bethune-Cookman,MEAC,8-22,-22.4,89.4,111.8,67.1,-0.018,-12.93,94.9,107.9,-0.97,2003,
Bethune-Cookman,MEAC,8-21,-21.96,90.2,112.1,63.4,0.004,-11.99,94.6,106.6,-3.79,2004,
Bethune-Cookman,MEAC,13-17,-18.38,90.7,109.1,67.2,0.073,-12.4,93.3,105.7,-4.4,2005,
Bethune-Cookman,MEAC,15-15,-14.02,95.3,109.3,66.4,0.085,-11.65,94.5,106.2,2.58,2006,
Bethune-Cookman,MEAC,9-21,-24.79,83,107.8,59.9,0.034,-11.31,97.7,109.1,1.17,2007,
Bethune-Cookman,MEAC,11-21,-18.4,92.1,110.5,57.8,-0.01,-12,95.8,107.8,-6.51,2008,
Bethune-Cookman,MEAC,17-16,-11.76,89.5,101.3,59.8,0.012,-10.45,96.1,106.6,-2.18,2009,
Bethune-Cookman,MEAC,17-16,-12.98,93.9,106.9,58.9,0.043,-10.52,96.1,106.6,-2.25,2010,
Bethune-Cookman,MEAC,21-13,-12.02,100,112.1,61,0.148,-9.32,97.3,106.6,1.56,2011,8
Bethune-Cookman,MEAC,18-17,-8.23,101.4,109.7,62.4,0.055,-7.14,98.2,105.4,2.37,2012,
Bethune-Cookman,MEAC,14-20,-9.75,98,107.8,65.1,-0.029,-6.38,97.6,104,1.56,2013,
Bethune-Cookman,MEAC,7-25,-20.31,96.5,116.8,60.7,-0.061,-6.73,100.4,107.1,0.62,2014,
Bethune-Cookman,MEAC,11-21,-18.66,91.2,109.9,60.2,-0.033,-11.26,98.7,110,-6.77,2015,
Bethune-Cookman,MEAC,14-18,-13.96,97.9,111.9,66.5,0.01,-9.08,99.9,109,1.46,2016,
Bethune-Cookman,MEAC,10-22,-20.45,95,115.4,68.3,-0.011,-11.77,98.5,110.3,-2.61,2017,
Bethune-Cookman,MEAC,18-14,-11.05,99.5,110.6,76,0.025,-13.38,97.2,110.6,-5.09,2018,
Bethune-Cookman,MEAC,14-17,-11.92,93.6,105.5,72.2,-0.03,-10.94,98.7,109.7,-2,2019,
Bethune-Cookman,MEAC,16-14,-10.39,95.4,105.8,73,0.012,-9.66,96.1,105.7,1.58,2020,
Bethune-Cookman,MEAC,0-0,-22.53,90.1,112.7,72.3,0,-99,0,200,-99,2021,
Bethune-Cookman,SWAC,9-21,-16.68,93.1,109.8,65.8,0.039,-6.67,97.7,104.4,3.23,2022,
Bethune-Cookman,SWAC,12-20,-17.64,96.7,114.3,68.8,0.038,-8.14,99.9,108,-1.05,2023,
Bethune-Cookman,SWAC,17-16,-11.82,97.4,109.3,69.4,0.076,-8.44,99.6,108.1,0.47,2024,
Binghamton,AE,14-13,-3.57,96.7,100.3,66.1,0.007,-5.23,99.3,104.5,-2.15,2003,
Binghamton,AE,14-16,-9.69,91.4,101.1,63.9,0.037,-7.82,98.1,106,-4.27,2004,
Binghamton,AE,12-17,-2.73,98.5,101.2,63.4,-0.048,-2,101,103,2.07,2005,
Binghamton,AE,16-13,-3.19,95.8,99,63.3,0.015,-6.83,100.1,107,-1.6,2006,
Binghamton,AE,13-16,-6.74,98.7,105.4,66.7,-0.047,-7.91,99.7,107.6,-9.55,2007,
Binghamton,AE,14-16,-5.89,100,105.9,62.3,-0.018,-5.84,101.5,107.4,-3.08,2008,
Binghamton,AE,23-9,-0.98,102.3,103.3,67.2,0.13,-5.64,99.6,105.3,-4.08,2009,15
Binghamton,AE,13-18,-11.07,98.1,109.2,62.5,0.045,-3.36,100.9,104.3,2.22,2010,
Binghamton,AE,8-23,-15.89,97.7,113.6,61.6,-0.04,-4.82,100.3,105.1,-0.26,2011,
